target,text,reason,lang_reason
0,@knowsnotmuch oh okay.. D90 is gonna work out quite expensive for me  I would have loved to buy that..,,
0,@prezisupport is the prezi site down? Can't acces it ,,
0,the thoughts in my head make me a sad person ,,
4,wow... i actually learnt something from revising... physics is shit ,,
4,"Just came home from work! now chilling out and being bored, o and it's KAREN ",,
4,About to go out to eat ,,
0,oooooo i do not feel like going to work! ,,
0,@andyclemmensen i &lt;3 you more than ice cream and &lt;3 you more than the word meow. i cant belive they gettaway plan ripped on yu like that ,,
4,@LilliJ ..i'm a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,,
0,@jairodriguez I so miss you guys together! ,,
0,"@ciaobella6 Ouch, you're stuck with EDGE at the moment? That's annoying as hell. ",,
4,ooh 5 hours to go till the biggg surprisse ,,
0,missing my booooyyy..  where art thou?,,
4,@tunaranch Cold? You're in Oz! (just quit my gym yesterday  ),,
0,"started as a great day, ended in being broked again  blew out tire and payed 400 for new tires.... ",,
0,Layered Tech = EPIC FAIL ,,
0,boys are so Damn stupid ,,
0,So basically daniel greene likes tool. Wish there was a concert ,,
0,i miss my puppy ,,
0,Gonna go to wizzork and close the store with just Brianne ,,
0,@realpandora unfortunately i'm not so lucky ,non_english; ,non_english; 
4,@elsaelisabeth really? haha gracias  do you have it too?,,
4,"Talking, Trying To Pull An All Nighter. ",,
4,"Agenda for tomorrow: homework, outline, clean. ",,
4,@MarcoZehe Other than that it's simply one line for the title and then a large text editor for the article. Pretty intuitive. ,,
0,"I wanna go out  NE-YO - CLOSER !! Yeah, i'm listening to my old mp3 instead of my ipod.",,
4,Is responding to an email. ,,
0,@NKAirplay I am such a dumb dumb...I can't DM you because you don't follow me. ,,
4,@mjh81 no diversity!  why are you watching the chubby one anyway!? The kids are so good!,,
0,I rode a train and 2 buses to get to work. 2 students haven't shown up. Prolly have to wait till 5 for an hour of work. ,,
4,"@Jayman888 good, was well and truly sorted by lunch - Egg N Bacon, Coffee, fruit juice, walk, train ride, kids - ",,
4,@jonstefaniak It's on. Pistols at dawn? Traditional duel? or straight up barfight? It's your choice. ,,
0,"Just watched tv news that a 3 yr old boy, put a puppy into the toilet and flushed it! Oh my god, you should see the puppy, its so cute ",,
0,It's only 9:40. At work and going insane already. Pick upppp already. ,,
0,this flat hunting malarky is rubbish ,,
0,"Just finished playing Mahjong. I am so bad at it. Actually, I can sometimes beat my mum but my sisters cheat.  Haha.  Excited 4 the dance.",,
4,10mins to LVATT!!!!!  i sound like a little girl going crazy for JB... wowww,,
4,"Finally got to watch #idol finale. I love that show so much, and when kris hugged his wife at the end, how sweet. Aw ",,
0,''YouTube is down for maintanance reasons andwill be back shortly.'' Grrrrrrrrrrr! I wanted to see Lady GaGa's new video ,,
0,wasting more time trying to figure out &quot;selective twitter&quot; for facebook  #fb,,
4,Brd but The Uk Is Soooo Sunny ,,
0,Just realized I only have 9 followers!   and one of them I don't know so I decided to follow them as well.,,
4,"Happy Saturday morning, dear Twepple! I've been MIA for a while as I had family in from out of town. Hope everyone is doing well! ",,
0,I've outdone myself this time for ending up in the middle of someone else's drama.  I didn't even do anything! ,,
4,http://fotolog.com/iheartmarion please?  about marion cotillard â¥,,
0,"@StewartKris some ppl just have nothing better to do with their time, but fuk with other ppl, jelousy i say... its sad really! ",,
4,Off to bed. Room [almost] clean. G'nite ,,
4,"/me ouvindo Cyndi Lauper, Ã¡lbum &quot;The Very Best Of&quot;. ",,
0,booo i have to go to work... ,,
0,is back on twitter!! for today anyway!! and now its thundering ,,
0,"ugh, my head hurts ",,
4,@shanedawson that's fine with me  lol,,
0,@lauralollycake i ate a sherbert fizz ,,
4,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one ,,
0,@pollyesther Let's just say...it didn't take 3 hrs to finish the work  hope it was fun!,,
0,I guess @mikeyway mad at me because my message to him.He made update a little .I felt guilty myself about .hope im wrong about my thought ,,
0,Ali referred to me as &quot;Little Egg&quot; whilst partaking in drinks at the Largo. Adorable. Tomorrow: the Saab's final day ,,
4,"Never mind those boring bird penguins, here's the penguin cow   http://twitpic.com/4haen",,
4,ahaha.. favorite song of the night- FLY WiTH ME- JBs!  peterpan and wendy turned out right.. awww. the lyrics are awesome! ,,
0,"A Borg is in Tesco, looking at a pineapple, but he can't find a price. So he shouts: &quot;ASSISTANCE IN FRUIT AISLE!&quot; - well I lolled ",,
4,Hunny was here today  or should i say last nite. Haha. 5 months&lt;333,,
0,@Dani82 sorry  to hear about your friend ,,
4,i caught a fish today  and photographed the migration of a gazillion soldier crabs..,,
4,White water here I come! ,,
4,"@tommcfly Dont be so negativeee, im sure you will do fine! I believe in you guys! ",,
4,"Congrats to #BrandonFlowers, who is expecting his second child. ",,
4,I know some stuff ,,
4,mmm love my babys BBQ skills!! Hes so cute he had dinner ready for me ,,
0,http://twitpic.com/7yhvm - Rain makes my hair wet and un-straight. ,,
4,Watching House MD ,,
0,Some guy committed suiside today at Rio Hondo College  jumped off the building. What a cowardly way to die. Never take life for granted.,,
4,@erininstereo miss you too! haha i enjoy your tweets...very entertaining ,,
0,@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,,
0,My tweets are bmmessing up... ,,
0,"I'm so shaken, I can't think straight and I'm worried, hell worried ",,
4,I'm 18 almost 19 (May 30th)and have only had sex with 2 girls.... And plus it would make a sweet b-day present ,,
0,Salad waves   http://yfrog.com/0v1jwj,,
0,@cdavis620 unfortunately no.. she doesn't like traveling too much and the school will not cover her costs! ,,
0,@PaulTRussell yep  No wonder it is all so sore.,,
4,@myalchod I had a lot of fun hanging out with you.   Next con for me is Y-con I suppose.,,
4,tWitter NewBY ,,
0,@jubinstull *hugs* s'only been a week aswell ,,
4,@enricoeric Always room for improvement. ,,
0,Getting seriously pissed just by the sight of her  not good.. #fb,,
4,"@AllyBingham specifically went on facebook for you. feel special, because you are ",,
0,not happy it is monday morning ,,
0,Just designed some converse... not buying them though ,,
0,@discoballs -__- wth...people should do some research beforehand. hai. poor creatures ,,
0,@Lizloz oh dear. Were you awful? Any gossip? Btw when is next sheff weekend? I a bit screwed in oct/nov cos of project ,,
0,@Gavernty gavin bean r u following me ?? U betta be I'm following you ,,
0,Back from my first day of school. Got a science exam on Thursday ,,
0,@Jason_Dolley I tried convincing my parents but they won't let me  I seriously wish i could meet you. You're incredible!,,
4,Have booked my train ticket to go see beautiful men dressed as fairies in Newbury on Saturday! ,,
0,back online after a downtime of 72hrs ,,
0,just saw Knowing and really wants those two hours of her life back ,,
0,@streetkingpin  wish I was there!,,
0,Will I ever be the exception  I should have never seen that movie,,
4,"@Ahdayar i sure did  I had an okey weekend, could of been better, but i chose not to lol.... how about yours?",,
0,Mom's getting up  Rub for your lives...Haha jk,,
0,thinking of this problem. i dont know whats going on actually. ,,
4,"No F1 today,but it's have a Moto GP.Stoner won!yep yep! Now I am going to watch football on city's stadion ",,
0,nds-roms.com is down the downloader doesnt work ,,
0,@Isle_Esme12 hahaha no my heart actually just broke right now bc anoop had my tweet faved and today it is unfaved. ,,
4,@LewisAEA I just had a look at the showreel and was v. impressed so thought a quick tweet wouldn't hurt. ,,
4,Follow me to the doctors office ,,
0,"Sunday will be almost like Monday, except I'll be working for myself (and I don't pay very well  ).",,
0,Dishes &amp; Trash are done... Really wish I could go see the kids. ,,
4,Nothing's better than a message in time. Not to early and not to late. ,,
0,@spekksliite  damn..ifeel hurt .. that's not fair tho...I aint see u since 4.14 lmfao !,,
0,"this is stupid; i have a million things to do, and all i can think about is relaxing tomorrow night: cuddling, supernatural, and shyammy ",,
0,"still tired, i don't wanna go to school..boo hoo ",,
0,So many farewell parties! sad to see people leaving .. ,,
4,@kathyIreland Were your last two tweets aimed at me? ,,
4,@educazione Thanks for the warm welcome! ,,
4,i hate being a female .. js ! ,,
0,@Beez_ Shot in the paddock! ,,
4,"@bluecombats oo congrats, you're cool like me and holly now ",,
0,i'm in paaaaaaaaaaaaaaain ,,
4,@crabstickz i agree ,,
0,Just I need At my  true friends! I donÂ´t wanna a bad friends!! ,,
0,@Jay_182 haha... I have to wait so LONGEEEEER coz' now im not living in England T_T ,,
0,Is getting ready to start nightshift no 1 tired already ,,
4,"is going to sleep.. (but his other computer will not sleep tonight, but process data all night @ 100% load of its 3.4 GHz cpu..) ",,
4,@crysticouture yep understandable. Clovis gives me the comfort if family so it's not too bad. ,,
4,im off to study for class so i can get good grades and get the hell out of there. ,,
0,@tiarnerejected my phone is about to go flat  comment me on myspace!,,
4,@Forumotion Hows the guys at E-Toxic and Forumotion these days? Its nice and sunny here and life seems sweeter with the weather lol ,,
4,@LBOI cool thanks ,,
4,"@SuperiorEgo  I will be having to recommend the anger managements for you, Mr. Ego. ",,
0,@charlessuarez whaaaat? frat party ba ung in-organize mo? ,non_english; ,non_english; 
0,just saw an amazing production of Peter Pan in Kensington Gardens...now off to Stonehenge &amp; Bath tomorrow. Leaving Londno Sunday ,,
0,@LizzieJoe LOL YES!  I feel like I missed so much!  But there's no new videos ,,
4,"If youâre in the Los Angeles area &amp; you're looking for a real shoe repair expert, this is how you can find me!!  http://tinyurl.com/cu54rw",,
0,"Woke up, killer soar throat  It hurts soo bad, i need some tea.",,
0,@kimdickerson i looked everywhere too! but sadly I don't think they are doing the concert series like last year. tough times i guess. ,,
0,There is this sweater that I had all of freshman year and it has this big hole in it. And I just can't bring myself to get rid of it. ,,
0,@Dannymcfly do you want to kill me? must be. lol EU TE AMO DANIEL ALAN DAVID JONES and i could give my life to be with you ,,
0,On my way to Singing Sands. Still want to know how my dream would have ended  it was such a good dream!!! Ahhh well ,,
4,@dupalt Great--thanks! ,,
0,"Midsummer party tonight, and i have a cold ",,
4,@fattysammy Is perfectly cooked and delicious not an option? ,,
4,"@garethb2  That's awesome, much love for the Gareth clan.",,
0,"Writing an impossible research paper that is taking about 5 hours, more like 7. Dreading the other 2 essays I have to do nexttt ",,
0,Most awkward reunion w/ college friend: him recognizing me on the hip adductor + not being able to gracefully bring legs in ,,
0,"is back from church, today was mary austins last day! ",,
0,"don't know if it's just my computer, thinking not, Safari 4 doesn't handle a lot of tabs very well ",,
0,Lisa hannigan is on at starbs. Its bringing me back to ireland ,,
0,@hannah_wong holy cow  you ok?,,
0,Also - do the reactive lenses really not work in cars? ,,
4,"The website is pretty much complete, check it out, pimp us out, and donate!  http://feedthebands.org",,
4,@wabisabi I visited North Myrtle for the first time ever in April. Lots of putt-putt! And pancake houses ,,
4,Goodmorning  waiting for Kristina to wake up.,,
0,cant wait for tomorrow to be over with..last day to work with mean boss lady who yelled at me today ,,
0,@xxcourt Ugh that sucks!!!  &lt;222,,
4,"@minimalister: enjoying Douglas Adams' take on shoes - ah, that would be the 'shoe event horizon' ",,
4,@rivahratt I did the late thing last night. Curiosity overload. ,,
0,It's looking like I'll only be getting a teeny pay rise this year ,,
4,"Getting up and showered now, then hitting the sunshine ",,
4,"@savagestar Coffee and music here too, went to bed at half past four, up again at eight so very light headed ",,
0,@leslieyuko mine too ,,
4,"@Tina_Fey and the guy seemed pissed off that people were calling him &quot;Tina Fey&quot;. Hmm, obviously he lacks taste. ",,
0,Can't sleep.  *whimper*,,
0,Apparently all of @Tangoberry 's friends hate me ,,
4,Going to get drunk tonight  sunday sesh at mullaz,,
4,@CHRISDJMOYLES no you dont not really ,,
4,Haha! 5:22 in the morning and I'm taking pictures.  Love taking picturesssss!,,
0,Missed mewithoutYou tonight ,,
0,"@rustyrockets I'll give you a fiver towards the fine - not much, but Im skint from paying for  Al Darlings eyebrow waxing ",,
0,"@ptinsley Damn, that sucks.  I haven't loaded my library yet so haven't tested music commands.  You ruined my day ",,
0,On my way to school arghpftjkh  EXAM! x,,
4,@ndlambchop OMG shes gonna be 1 already? oh no shes growing up soooo fast...lol. well 4 sure im there. ,,
0,My Twitter profile is not worth very much yet  : $63 http://tweetvalue.com,,
0,ugh..last week of freedom ,,
4,"@Tittch Morning to you,too  We WILL get round to having a proper conversation ",,
0,@chrace21 Ah sucks  I have been thinking bout it for 2 weeks straight now. So tempted today.,,
0,just woke up. feeling kinda sick. my throat hurts ,,
